Episode,Nombre d'actions réalisées,Nombre d'action moyen,Record
0,6,6.0,27
1,11,8.5,27
2,4,7.0,27
3,4,6.25,27
4,6,6.2,27
5,3,5.666666666666667,27
6,3,5.285714285714286,27
7,3,5.0,27
8,3,4.777777777777778,27
9,5,4.8,27
10,10,5.2727272727272725,27
11,4,5.166666666666667,27
12,7,5.3076923076923075,27
13,10,5.642857142857143,27
14,27,7.066666666666666,27
